id,id,label,EuDist,SimDist
0,0,1,0.5860170222783763,0.6305102567962735
1,1,0,,
2,2,1,0.526806791512069,0.6549617185090281
3,3,1,0.6584511382670394,0.6029722413437679
4,4,1,,
5,5,0,0.8179223925862545,0.5500784874415663
6,6,0,,
7,7,1,,
8,8,0,0.9165013773662637,0.5217841280000757
9,9,0,0.8584760242600553,0.5380752761651288
10,10,0,0.5243665477262524,0.656010197476192
11,11,0,0.9076772189473262,0.5241976944882789
12,12,1,0.49681813495961885,0.6680838350658933
13,13,1,0.6468536877539813,0.6072184842138733
14,14,0,,
15,15,1,0.612420636908722,0.6201855626935947
16,16,0,,
17,17,0,0.8314745305628141,0.5460081389680581
18,18,0,,
19,19,0,0.7132208338709128,0.5836959137022423
20,20,1,0.3928064318452696,0.7179748579098266
21,21,0,0.55627934475702,0.6425581650035512
22,22,1,0.6068143880071596,0.6223494184914805
23,23,0,0.9678842670237817,0.5081599648704926
24,24,0,0.8022962044366596,0.5548477534038685
25,25,1,0.49859095481217314,0.6672934977946238
26,26,1,0.5848174832914593,0.6309874862833607
27,27,1,0.6809918021982572,0.5948868987298365
28,28,1,0.5870916957208848,0.6300833169855271
29,29,1,0.41123495582083347,0.7085992278432177
30,30,0,0.8751902998402225,0.5332792090942482
31,31,1,0.6635906425819322,0.6011094162251215
32,32,1,0.5896966446257526,0.6290508339315396
33,33,0,0.5987207269489803,0.6255001159010513
34,34,0,0.8753671890616527,0.5332289088945583
35,35,1,0.5427174243476224,0.6482068486540078
36,36,1,,
37,37,1,,
38,38,0,0.9289532678615325,0.5184158769738447
39,39,0,,
40,40,1,0.5889256789999646,0.6293560568732065
41,41,0,0.7718850897133971,0.5643706839712446
42,42,0,0.8572345765767367,0.538434946566203
43,43,0,0.5471781650813908,0.6463379735890946
44,44,1,0.4886707601721392,0.6717402039147777
45,45,1,,
46,46,0,0.824633218334215,0.5480553515916707
47,47,0,0.8582245921046809,0.5381480819104703
48,48,0,,
49,49,1,0.6197162363043462,0.6173920947299185
50,50,1,,
51,51,0,0.8832838628061394,0.5309873990583529
52,52,1,0.6262914519665177,0.6148959331925383
53,53,1,,
54,54,0,0.9128293262552498,0.5227857949865826
55,55,1,0.523397867919362,0.6564273333044556
56,56,1,0.535296777620748,0.6513398676897516
57,57,0,0.7647624390685703,0.5666485062588895
58,58,0,0.5572343334599978,0.642164110123435
59,59,1,0.5624340692916986,0.6400270063576711
60,60,1,,
