id,id,label,EuDist,SimDist
549,549,1,0.329118434,0.752378399
485,485,1,0.338514306,0.747096983
236,236,1,0.351873472,0.739714197
113,113,1,0.364346719,0.732951519
29,29,1,0.370767461,0.729518338
526,526,1,0.37713192,0.726146846
279,279,1,0.379113769,0.72510334
354,354,1,0.381015076,0.724105057
306,306,1,0.381180214,0.724018481
406,406,1,0.383998495,0.722544138
20,20,1,0.386682398,0.721145665
146,146,1,0.404576435,0.711958406
122,122,1,0.412110068,0.708160095
213,213,1,0.427256706,0.700644808
348,348,1,0.437295731,0.69575104
266,266,1,0.437429279,0.6956864
569,569,1,0.438537361,0.695150524
152,152,1,0.439453529,0.694708082
339,339,1,0.440140317,0.694376783
220,220,1,0.442509656,0.693236261
185,185,1,0.448193165,0.690515619
175,175,0,0.453017675,0.688222874
25,25,1,0.462984099,0.683534429
231,231,1,0.462997831,0.683528013
49,49,1,0.474445916,0.678220875
143,143,1,0.474598226,0.678150823
297,297,1,0.474668318,0.67811859
536,536,1,0.476369063,0.677337412
501,501,1,0.477089858,0.677006883
530,530,1,0.481471623,0.675004492
103,103,1,0.483671456,0.674003665
527,527,0,0.484101092,0.673808547
245,245,1,0.484468969,0.673641565
104,104,1,0.484699672,0.67353689
110,110,1,0.492844644,0.669862068
284,284,1,0.494455801,0.669139897
390,390,1,0.495057268,0.668870699
391,391,0,0.49557094,0.668640968
2,2,1,0.496450369,0.668248023
525,525,1,0.496826417,0.668080138
330,330,1,0.500479336,0.666453696
328,328,1,0.500920935,0.666257613
573,573,1,0.501012977,0.666216759
543,543,1,0.501588109,0.665961587
244,244,1,0.501701412,0.66591134
366,366,1,0.502660955,0.665486114
502,502,1,0.508428341,0.662941668
16,16,0,0.510145017,0.662188061
106,106,1,0.510276221,0.662130534
542,542,1,0.510409624,0.662072053
127,127,1,0.510988247,0.661818517
516,516,1,0.518113588,0.658712239
270,270,0,0.518148583,0.658697055
288,288,0,0.518436144,0.658572311
519,519,0,0.520836804,0.657532746
336,336,1,0.523381743,0.656434282
86,86,1,0.527765661,0.654550646
228,228,1,0.528310601,0.654317257
274,274,1,0.529686919,0.653728542
33,33,0,0.530188701,0.653514171
235,235,1,0.532772021,0.652412744
442,442,0,0.533825446,0.651964669
108,108,1,0.534260308,0.651779881
153,153,1,0.534658516,0.651610759
367,367,0,0.534699565,0.65159333
430,430,1,0.534798505,0.651551325
465,465,1,0.535312841,0.651333053
148,148,1,0.535534904,0.65123886
302,302,1,0.537893212,0.650240207
554,554,1,0.538636705,0.649926
591,591,0,0.543742131,0.647776581
446,446,0,0.544316054,0.647535845
399,399,1,0.546370248,0.64667566
150,150,1,0.546823829,0.646486032
139,139,1,0.547004803,0.646410404
570,570,1,0.547299022,0.646287489
163,163,1,0.547493701,0.646206184
423,423,1,0.547958165,0.646012291
360,360,1,0.548364042,0.64584295
443,443,1,0.549322528,0.6454434
13,13,1,0.551296788,0.644621975
505,505,1,0.552868474,0.643969542
85,85,0,0.554005584,0.643498331
472,472,0,0.554242283,0.643400331
92,92,1,0.555560357,0.642855159
577,577,0,0.557065866,0.64223359
377,377,1,0.557634655,0.64199907
545,545,1,0.557845306,0.641912259
333,333,1,0.559292233,0.641316604
470,470,0,0.560234189,0.640929424
12,12,1,0.560297507,0.640903415
282,282,1,0.562124558,0.640153818
32,32,1,0.562534324,0.639985941
191,191,0,0.563102409,0.639753348
322,322,1,0.564291151,0.639267185
299,299,1,0.564602291,0.639140059
438,438,0,0.566203195,0.638486758
90,90,1,0.566571146,0.638336792
264,264,1,0.567090119,0.638125394
326,326,1,0.567658136,0.637894179
482,482,1,0.568632704,0.637497865
89,89,0,0.573799407,0.635404992
317,317,1,0.574247492,0.635224134
592,592,1,0.57464914,0.635062107
304,304,0,0.574710449,0.635037381
226,226,1,0.574821939,0.634992424
496,496,1,0.576048819,0.634498112
35,35,1,0.576184372,0.634443545
15,15,1,0.579805217,0.632989428
365,365,1,0.580920372,0.632542928
133,133,1,0.581983564,0.632117819
477,477,1,0.582797647,0.631792701
125,125,1,0.586311076,0.630393379
160,160,1,0.586849285,0.63017957
117,117,1,0.587130982,0.63006772
227,227,1,0.588868107,0.629378861
555,555,1,0.588953015,0.62934523
10,10,0,0.589218273,0.629240185
130,130,1,0.591036414,0.628521127
59,59,1,0.591647418,0.628279849
476,476,0,0.593032463,0.627733598
509,509,1,0.595595256,0.626725353
357,357,1,0.596921929,0.626204689
40,40,1,0.598339284,0.625649391
269,269,0,0.598439224,0.625610274
596,596,1,0.598900743,0.625429693
168,168,1,0.599227458,0.62530192
395,395,1,0.600456099,0.624821887
53,53,1,0.600693735,0.624729127
147,147,1,0.601547659,0.62439603
595,595,1,0.601919799,0.624250977
81,81,1,0.602011929,0.624215077
257,257,1,0.604950067,0.623072344
459,459,1,0.605566553,0.622833104
508,508,1,0.606041186,0.622649038
31,31,1,0.607636345,0.622031222
249,249,0,0.61096024,0.620747785
448,448,1,0.61749857,0.618238568
154,154,1,0.619897814,0.61732289
210,210,1,0.620238866,0.617192947
581,581,1,0.621227876,0.616816436
562,562,1,0.621885471,0.616566347
435,435,0,0.622241314,0.616431102
246,246,1,0.623552454,0.615933287
0,0,1,0.623954219,0.615780906
28,28,1,0.624204583,0.615685986
280,280,1,0.625972953,0.61501638
421,421,0,0.626164332,0.614944001
114,114,0,0.629867104,0.613546956
417,417,0,0.630725751,0.613223897
300,300,1,0.634825689,0.611686008
254,254,1,0.637907429,0.610535115
142,142,1,0.638529318,0.610303392
156,156,1,0.639392088,0.609982205
441,441,1,0.640479724,0.609577787
248,248,0,0.640764262,0.609472075
402,402,1,0.641024469,0.609375435
412,412,0,0.646435148,0.607372845
524,524,0,0.649770016,0.606145093
79,79,1,0.650301793,0.605949775
296,296,1,0.650427669,0.60590356
239,239,0,0.651958994,0.605341902
384,384,1,0.6566737,0.603619168
572,572,0,0.657268248,0.603402618
413,413,1,0.657405563,0.603352627
574,574,0,0.660888201,0.602087485
374,374,1,0.664352828,0.60083414
434,434,1,0.664531136,0.600769777
599,599,0,0.66534231,0.600477147
567,567,1,0.66539858,0.600456859
267,267,1,0.667099397,0.599844257
463,463,1,0.669082188,0.599131671
419,419,0,0.669671518,0.5989202
96,96,1,0.671189023,0.598376357
144,144,1,0.671424297,0.598292128
425,425,1,0.672094047,0.598052485
3,3,1,0.676206579,0.596585178
5,5,0,0.676524917,0.596471899
479,479,0,0.676534946,0.59646833
454,454,0,0.678250499,0.595858604
265,265,1,0.680091938,0.595205523
383,383,0,0.681556363,0.594687173
324,324,1,0.682165573,0.594471802
91,91,0,0.684064667,0.593801426
223,223,1,0.685159158,0.593415759
385,385,0,0.68606019,0.593098637
62,62,1,0.687303545,0.592661589
263,263,0,0.687430454,0.592617016
241,241,1,0.687998804,0.592417482
409,409,0,0.688345382,0.592295872
334,334,0,0.68911754,0.592025112
497,497,1,0.68955817,0.591870714
261,261,0,0.690822715,0.591428061
432,432,0,0.690890777,0.591404255
532,532,0,0.694255424,0.590229777
568,568,0,0.694773231,0.590049442
538,538,0,0.694838155,0.590026839
400,400,0,0.695267813,0.5898773
327,327,1,0.695865691,0.589669338
166,166,1,0.696137096,0.589574983
197,197,0,0.697277332,0.589178905
309,309,0,0.69779298,0.588999962
192,192,0,0.69811342,0.588888815
548,548,1,0.699042133,0.588566923
75,75,0,0.700852871,0.587940331
579,579,1,0.702939215,0.58722002
553,553,0,0.702975881,0.587207377
234,234,0,0.703556947,0.587007086
82,82,1,0.70562608,0.586294975
342,342,0,0.706191386,0.58610072
587,587,1,0.706736991,0.585913357
480,480,0,0.707002428,0.585822248
27,27,1,0.707182783,0.585760359
464,464,1,0.707279027,0.585727338
420,420,1,0.707495892,0.585652946
546,546,0,0.707968544,0.585490877
285,285,1,0.708908725,0.58516876
416,416,0,0.711963262,0.584124684
369,369,0,0.715455774,0.58293546
83,83,0,0.716985247,0.582416187
308,308,1,0.718762675,0.581813891
491,491,1,0.719587459,0.58153483
58,58,0,0.719605269,0.581528807
243,243,0,0.720827184,0.581115878
198,198,0,0.720925281,0.581082753
307,307,0,0.723244236,0.580300795
258,258,0,0.723594509,0.580182865
240,240,0,0.7260208,0.579367294
344,344,0,0.726053742,0.579356237
337,337,0,0.728108476,0.578667377
194,194,0,0.729525215,0.578193363
436,436,0,0.730788868,0.577771222
66,66,0,0.731040912,0.577687098
101,101,1,0.732522495,0.577193083
99,99,1,0.734963628,0.576380959
585,585,0,0.735845532,0.576088126
218,218,0,0.738613974,0.575170805
563,563,0,0.739602053,0.574844113
314,314,0,0.739871428,0.574755113
460,460,0,0.739890222,0.574748905
481,481,0,0.740297075,0.574614538
506,506,0,0.745578725,0.57287591
422,422,0,0.747707851,0.57217801
564,564,0,0.748325862,0.571975752
440,440,1,0.749083392,0.571728029
321,321,0,0.75067013,0.571209837
407,407,0,0.751470902,0.57094868
287,287,0,0.752642342,0.570567067
71,71,0,0.754842208,0.569851805
590,590,1,0.75500083,0.5698003
392,392,1,0.75506746,0.569778668
172,172,1,0.755260268,0.56971608
162,162,0,0.756098749,0.569444059
359,359,0,0.756121402,0.569436714
46,46,0,0.758041717,0.568814716
557,557,0,0.76457527,0.566708611
181,181,0,0.766652987,0.566042119
176,176,0,0.768751161,0.565370654
262,262,0,0.771837679,0.564385785
584,584,0,0.77321583,0.563947142
275,275,0,0.773323674,0.563912846
415,415,0,0.774597866,0.563507947
255,255,0,0.774911889,0.563408249
294,294,0,0.775332497,0.563274768
199,199,0,0.777037504,0.562734325
178,178,0,0.777216866,0.562677532
77,77,0,0.781099876,0.561450828
580,580,0,0.782136548,0.561124231
19,19,0,0.783455724,0.560709182
433,433,0,0.786078259,0.559885881
116,116,0,0.788453746,0.559142221
388,388,0,0.789648378,0.558768981
195,195,0,0.790335468,0.558554538
340,340,1,0.792386058,0.55791552
514,514,0,0.792510391,0.557876822
371,371,0,0.792900129,0.557755551
386,386,0,0.792934363,0.557744902
97,97,0,0.793468101,0.557578916
427,427,0,0.793610317,0.557534706
204,204,0,0.79481387,0.557160838
578,578,0,0.794879895,0.557140343
462,462,0,0.796147559,0.556747131
576,576,0,0.796732959,0.556565735
253,253,0,0.796890148,0.556517047
47,47,0,0.797001995,0.556482409
250,250,0,0.801157767,0.55519845
401,401,0,0.804405224,0.554199238
356,356,0,0.807645915,0.553205687
165,165,0,0.809354385,0.552683326
268,268,0,0.810851592,0.552226369
65,65,0,0.810876209,0.552218862
540,540,0,0.811386194,0.552063388
171,171,0,0.811647393,0.551983793
437,437,0,0.813714949,0.551354556
372,372,0,0.815754731,0.550735175
64,64,0,0.818587905,0.549877186
361,361,0,0.818903676,0.549781725
207,207,0,0.82072954,0.549230393
483,483,0,0.82675707,0.547418163
378,378,0,0.828138364,0.547004548
215,215,0,0.828402024,0.546925669
76,76,0,0.82890923,0.546773992
72,72,0,0.831995902,0.54585275
518,518,0,0.834965431,0.544969395
291,291,0,0.836681518,0.544460207
183,183,0,0.845111764,0.541972589
594,594,0,0.846635099,0.541525503
503,503,0,0.847128789,0.541380767
88,88,0,0.853195972,0.539608339
541,541,0,0.853943985,0.539390622
347,347,0,0.85395853,0.539386391
63,63,0,0.854595617,0.539201102
531,531,0,0.857266094,0.538425809
489,489,0,0.857395153,0.538388398
429,429,0,0.857437774,0.538376044
393,393,0,0.858107447,0.53818201
11,11,0,0.859931712,0.537654148
70,70,0,0.860145596,0.537592327
42,42,0,0.862092883,0.537030139
457,457,0,0.864082997,0.5364568
350,350,0,0.868129983,0.535294658
57,57,0,0.870015495,0.534754927
121,121,0,0.870195471,0.534703466
447,447,0,0.871302728,0.53438708
167,167,0,0.872906683,0.533929431
87,87,0,0.873209665,0.533843071
216,216,0,0.874710311,0.533415747
424,424,0,0.875254514,0.533260948
131,131,0,0.877110533,0.532733679
537,537,1,0.881948135,0.531364272
23,23,0,0.887317133,0.529852658
283,283,0,0.893327844,0.528170545
382,382,0,0.896863942,0.52718594
219,219,0,0.898698621,0.526676529
74,74,0,0.899597879,0.526427204
387,387,0,0.900585422,0.526153673
137,137,0,0.908473837,0.523978889
8,8,0,0.922610334,0.520126196
507,507,0,0.92319466,0.519968166
